pid,sid,date,lat,lon,temp,rh,elv,solar,ndvi,mixed_hardwood,dwarf_shrub,grassland,pine_forest,residential_area,sand,ecotone_length,t_adult,t_nymph,host_hbt,fid
1,CM001,5/12/2017,40.92256,-73.47001,63.85,47.5,35.31000137,3205.969971,-0.00544235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,,0
1,CM002,5/12/2017,40.922509999999996,-73.47044,62.2,43.9,35.22000122,2826.209961,0.08131050299999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,,1
1,CM003,5/12/2017,40.92239,-73.47084,60.9,44.75,35.52999878,3718.25,0.27067801399999997,0.98,0.02,0.0,0.0,0.0,0.0,5.194438203927375,9,0,,2
1,CM004,5/12/2017,40.9224,-73.47112,60.0,44.0,34.95999908,3551.280029,0.16848500100000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,,3
1,CM005,5/12/2017,40.92249,-73.47151,60.15,43.55,35.15000153,3708.169922,0.32829201199999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,,4
1,CM006,5/12/2017,40.9227,-73.47189,60.5,44.6,34.18000031,3454.1999509999996,0.280903012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,,5
1,CM007,5/12/2017,40.92272,-73.47215,60.06666667,42.76666667,34.04999924,2635.050049,0.245105997,1.0,0.0,0.0,0.0,0.0,0.0,0.8991108384183044,5,0,,6
1,CM008,5/12/2017,40.92292,-73.47259,63.4,39.5,32.40000153,3525.209961,0.263069987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,,7
1,CM009,5/12/2017,40.92304,-73.4727,68.03333333,34.7,32.49000168,3585.1298829999996,0.13658699400000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,,8
1,CM010,5/12/2017,40.92317,-73.47313,67.0,32.7,34.79999924,4286.640136999999,0.151638001,0.89,0.11,0.0,0.0,0.0,0.0,17.991673030316246,8,0,,9
1,CM011,5/12/2017,40.923390000000005,-73.47353000000001,64.0,34.16666667,31.60000038,4467.930176,0.196272001,0.99,0.01,0.0,0.0,0.0,0.0,7.474361161960118,17,0,,10
1,CM012,10/27/2017,40.92289,-73.46993,,,35.06999969,1840.699951,0.073249802,0.99,0.01,0.0,0.0,0.0,0.0,3.7729320938494686,5,0,,11
1,CM013,10/27/2017,40.92307,-73.4701,,,35.54000092,3892.75,0.21124100699999998,0.93,0.07,0.0,0.0,0.0,0.0,15.38606897008703,3,0,,12
1,CM014,10/27/2017,40.92308,-73.47019,,,35.50999832,4439.200195,0.096297003,0.804878049,0.19512195100000002,0.0,0.0,0.0,0.0,40.53041613962075,9,0,,13
1,CM015,10/27/2017,40.922979999999995,-73.47059,,,34.52999878,4209.919922,0.287782997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,,14
1,CM016,10/27/2017,40.923140000000004,-73.47065,,,35.00999832,4319.149902,0.24547100100000002,0.98,0.02,0.0,0.0,0.0,0.0,5.65896253626992,5,0,,15
1,CM017,10/27/2017,40.92313,-73.47095,,,34.75999832,4768.959961,0.30434098800000003,0.96,0.04,0.0,0.0,0.0,0.0,12.175215360931364,9,0,,16
1,CM018,10/27/2017,40.92322,-73.47157,,,32.47000122,3587.860107,0.294766009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,,17
1,CM019,10/27/2017,40.92325,-73.47188,,,33.0,4237.049805,0.343519986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,,18
1,CM020,10/27/2017,40.922470000000004,-73.47112,,,35.06000137,2889.429932,0.194922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,,19
1,CM021,10/27/2017,40.9221,-73.47128000000001,,,34.50999832,4915.160156,0.24573999600000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,,20
1,CM022,10/27/2017,40.921929999999996,-73.47151,,,33.24000168,3696.4399409999996,0.223495007,0.99,0.01,0.0,0.0,0.0,0.0,2.401237967016336,1,0,,21
1,CM023,10/27/2017,40.921859999999995,-73.47159,,,31.79999924,4027.0600590000004,0.198530003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,,22
1,CM024,10/27/2017,40.92183,-73.47164000000001,,,30.84499931,3827.9499509999996,0.25031501100000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,,23
1,CM025,10/27/2017,40.9217,-73.47182,,,27.97999954,3787.209961,0.253284991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,,24
1,CM026,10/27/2017,40.92181,-73.47188,,,27.70999908,5211.470215,0.140396997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,,25
1,CM027,10/27/2017,40.92158,-73.47198,,,26.84000015,2326.320068,0.019242198999999998,0.93,0.07,0.0,0.0,0.0,0.0,10.596277064805067,10,0,,26
1,CM028,10/27/2017,40.92178,-73.47204,,,26.62999916,3289.719971,0.137059003,1.0,0.0,0.0,0.0,0.0,0.0,0.26116965990513563,2,0,,27
1,CM029,4/26/2018,40.921665999999995,-73.47033499999999,74.3,25.7,34.65999985,3940.030029,-0.138534993,0.19,0.3,0.51,0.0,0.0,0.0,34.84321923960086,6,0,0.0,28
1,CM030,4/26/2018,40.925077,-73.471588,71.7,27.3,33.47000122,4513.549805,0.22643199600000002,0.92,0.08,0.0,0.0,0.0,0.0,7.244742778358277,10,0,1.0,29
1,CM031,4/26/2018,40.925321999999994,-73.47202800000001,77.5,25.4,33.11999893,3606.080078,0.277478993,0.93,0.07,0.0,0.0,0.0,0.0,11.794160584022558,31,0,1.0,30
1,CM032,5/24/2018,40.923101,-73.470134,76.23333333,21.56666667,35.54999924,4036.889893,0.127351999,0.7142857140000001,0.28571428600000004,0.0,0.0,0.0,0.0,23.0345864492607,2,0,1.0,31
1,CM033,5/24/2018,40.923846000000005,-73.470582,76.16666667,23.4,34.20999908,3461.919922,0.34048798700000005,1.0,0.0,0.0,0.0,0.0,0.0,0.36498229940425353,5,0,0.0,32
1,CM034,5/24/2018,40.924609999999994,-73.471315,77.2,21.53333333,33.74000168,2622.669922,0.210154995,0.94,0.06,0.0,0.0,0.0,0.0,5.188529655984862,3,0,1.0,33
1,CM035,5/24/2018,40.92485,-73.471616,74.76666667,28.3,33.04999924,3832.399902,0.25615501399999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1.0,34
1,CM036,5/24/2018,40.925098999999996,-73.472105,77.5,24.23333333,33.31999969,2651.939941,0.327273995,0.9,0.1,0.0,0.0,0.0,0.0,8.306458457251045,13,0,1.0,35
1,CM037,5/24/2018,40.924911,-73.47264799999999,81.0,17.4,30.03000069,4056.8400880000004,0.319656998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,1.0,36
1,CM038,5/24/2018,40.924772,-73.472922,82.5,18.93333333,30.56999969,5252.740234000001,0.183162004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,37
1,CM039,5/24/2018,40.925381,-73.47189,80.3,20.76666667,34.25,4288.72998,0.054339301,0.92,0.08,0.0,0.0,0.0,0.0,24.20447917883341,5,0,0.0,38
1,CM040,6/7/2018,40.933458,-73.462179,68.73333333,49.1,6.090000152999999,3679.540039,0.192259997,0.88,0.12,0.0,0.0,0.0,0.0,10.17437253324688,1,14,0.0,39
1,CM041,6/7/2018,40.933528,-73.46212299999999,65.23333333,59.66666667,6.320000172,3396.169922,0.254806995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,1.0,40
1,CM042,6/7/2018,40.933438,-73.463083,67.43333333,59.03333333,7.920000076,4303.310059,0.327131987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19,1.0,41
1,CM043,6/7/2018,40.933383,-73.463131,68.53333333,56.8,8.720000267,3738.139893,0.300096005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0.0,42
1,CM044,6/7/2018,40.933304,-73.463178,69.56666667,54.5,9.239999771,3846.25,0.223261997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17,1.0,43
1,CM045,6/7/2018,40.933384999999994,-73.463336,69.6,49.6,9.619999886,4197.040039,0.21774099800000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0.0,44
1,CM046,6/7/2018,40.933428,-73.463123,71.13333333,50.53333333,8.239999771,4038.98999,0.312440008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,1.0,45
2,CR001,11/1/2017,40.7514,-73.14589000000001,,,2.00999999,1028.040039,0.48663300299999995,1.0,0.0,0.0,0.0,0.0,0.0,1.9061016875267809,2,0,,46
2,CR002,11/1/2017,40.75203,-73.14612,,,2.069999933,4199.72998,0.124623001,0.05,0.06,0.11,0.4,0.38,0.0,40.434553978147434,4,0,,47
2,CR003,11/1/2017,40.7523,-73.14631,,,2.579999924,6444.720215,0.252779007,0.13,0.12,0.02,0.35,0.38,0.0,41.412684595580494,1,0,,48
2,CR004,11/1/2017,40.75269,-73.14647,,,2.24000001,5426.950195,0.512254,0.9,0.04,0.0,0.06,0.0,0.0,11.361325333824468,6,0,,49
2,CR005,11/1/2017,40.75302,-73.14644,,,1.679999948,1285.530029,0.483319998,0.86,0.0,0.0,0.14,0.0,0.0,26.246590604618696,9,0,,50
2,CR006,11/1/2017,40.75365,-73.14672,,,2.5599999430000002,1129.880005,0.28088599399999997,0.3,0.28,0.09,0.27,0.06,0.0,54.646460514332325,3,0,,51
2,CR007,11/1/2017,40.75383,-73.14678,,,2.619999886,6424.830078,0.515865982,0.6,0.01,0.0,0.39,0.0,0.0,23.952288285084876,3,0,,52
2,CR008,11/1/2017,40.75432,-73.14695,,,2.5599999430000002,4133.509765999999,0.49874800399999997,0.61,0.01,0.0,0.38,0.0,0.0,28.37848606913373,13,0,,53
2,CR009,11/1/2017,40.75445,-73.14698,,,2.519999981,982.6329956000001,0.475403994,0.64,0.23,0.04,0.05,0.04,0.0,40.79828429067936,4,0,,54
2,CR010,11/1/2017,40.75466,-73.14695999999999,,,2.480000019,1660.560059,0.472151011,0.78,0.0,0.0,0.22,0.0,0.0,25.46970331061506,13,0,,55
2,CR011,11/1/2017,40.75483,-73.14695,,,2.599999905,8476.320313,0.439238012,0.53,0.04,0.0,0.43,0.0,0.0,31.333059414773746,4,0,,56
2,CR012,11/1/2017,40.75483,-73.14695,,,2.599999905,8476.320313,0.439238012,,,,,,,31.333059414773746,6,0,,57
2,CR013,11/1/2017,40.755140000000004,-73.14692,,,2.480000019,2555.540039,0.309612006,0.363636364,0.313131313,0.02020202,0.282828283,0.02020202,0.0,53.78553452624537,9,0,,58
2,CR014,11/1/2017,40.75535,-73.14695,,,2.74000001,1057.199951,0.48163399100000004,0.742574257,0.03960396,0.0,0.217821782,0.0,0.0,21.71140711428238,26,0,,59
2,CR015,11/1/2017,40.755559999999996,-73.14704,,,2.7699999810000002,3588.7299799999996,0.471603006,0.62,0.07,0.0,0.31,0.0,0.0,25.46567590715537,3,0,,60
2,CR016,11/1/2017,40.75575,-73.1471,,,2.8299999239999996,7851.629883,0.44637200200000005,0.89,0.03,0.0,0.08,0.0,0.0,24.162648722543928,5,0,,61
2,CR017,11/1/2017,40.75593,-73.14716,,,2.99000001,1659.069946,0.43209499100000004,0.58,0.36,0.02,0.03,0.01,0.0,27.475521254048466,4,0,,62
2,CR018,11/1/2017,40.756409999999995,-73.1471,,,2.910000086,1019.98999,0.419447005,0.55,0.31,0.04,0.1,0.0,0.0,38.243910206850295,4,0,,63
2,CR019,11/1/2017,40.75679,-73.14684,,,3.4800000189999998,5734.430176,0.46616300899999996,0.98,0.02,0.0,0.0,0.0,0.0,5.67228645325078,2,0,,64
2,CR020,11/1/2017,40.75705,-73.14748,,,2.619999886,7916.350098000001,0.46437001200000005,0.82,0.02,0.0,0.16,0.0,0.0,15.40311844572435,6,0,,65
2,CR021,11/1/2017,40.75727,-73.14761999999999,,,2.25,5211.209961,0.5010430220000001,0.42,0.0,0.0,0.58,0.0,0.0,22.090401136062226,5,0,,66
2,CR022,11/1/2017,40.75738,-73.14746,,,2.680000067,6777.779785,0.471329004,0.41,0.09,0.0,0.5,0.0,0.0,45.80074130178124,13,0,,67
2,CR023,11/1/2017,40.75758,-73.14763,,,2.420000076,426.05899050000005,0.400905997,0.18,0.0,0.0,0.82,0.0,0.0,25.72460899754789,8,0,,68
2,CR024,11/1/2017,40.75782,-73.14758,,,2.480000019,4404.430176,0.454277992,0.51,0.0,0.0,0.49,0.0,0.0,30.731164284871916,3,0,,69
2,CR025,11/1/2017,40.75802,-73.14748,,,2.430000067,6309.169922,0.43553400000000003,0.64,0.13,0.0,0.23,0.0,0.0,46.35760390696978,2,0,,70
2,CR026,11/1/2017,40.758140000000004,-73.14766999999999,,,2.50999999,8212.070313,0.478024989,0.63,0.0,0.0,0.37,0.0,0.0,37.6736870672497,3,0,,71
2,CR027,11/1/2017,40.75853,-73.14779,,,2.9400000569999998,5492.799805,0.509820998,0.2,0.02,0.0,0.78,0.0,0.0,19.554605076242396,10,0,,72
2,CR028,11/1/2017,40.75873,-73.14775999999999,,,3.49000001,6736.529785,0.452021003,0.74,0.03,0.0,0.23,0.0,0.0,29.54826762486888,10,0,,73
2,CR029,11/1/2017,40.75912,-73.14778000000001,,,3.400000095,1834.5,0.43559199600000004,0.53,0.08,0.0,0.39,0.0,0.0,36.90792966249539,10,0,,74
2,CR030,11/1/2017,40.75905,-73.14774,,,3.529999971,1293.859985,0.459356993,0.29069767399999996,0.023255814,0.0,0.686046512,0.0,0.0,19.60036234161057,5,0,,75
2,CR031,11/1/2017,40.759409999999995,-73.14774,,,4.17332983,1062.829956,0.44386100799999995,0.93,0.07,0.0,0.0,0.0,0.0,25.240605671731036,13,0,,76
2,CR032,5/4/2018,40.753446999999994,-73.14631999999999,68.9,60.7,2.799999952,4447.97998,0.530139029,0.9,0.02,0.0,0.08,0.0,0.0,21.04999643676402,8,0,1.0,77
2,CR033,5/4/2018,40.753713,-73.146804,75.03333333,62.83333333,2.839999914,1995.160034,0.469368994,0.571428571,0.23076923100000002,0.0,0.197802198,0.0,0.0,44.511015211280316,4,0,0.0,78
2,CR034,5/4/2018,40.754271,-73.146989,77.86666667,62.5,2.549999952,4640.649902,0.46864700299999995,0.553846154,0.0,0.0,0.446153846,0.0,0.0,25.256551882466525,3,0,1.0,79
2,CR035,5/4/2018,40.754472,-73.147049,70.36666667,63.96666667,2.50999999,2854.610107,0.466013014,0.6323529410000001,0.073529412,0.0,0.294117647,0.0,0.0,37.54581739430536,5,0,0.0,80
2,CR036,5/4/2018,40.756235,-73.147166,70.43333333,60.6,2.75999999,4739.919922,0.419707,0.41,0.19,0.02,0.35,0.03,0.0,32.96645513413583,10,0,0.0,81
2,CR037,5/4/2018,40.756510999999996,-73.146688,74.4,59.36666667,3.450000048,4170.870117,0.43352100299999996,0.98,0.0,0.0,0.02,0.0,0.0,3.830979079113819,4,0,0.0,82
2,CR038,5/4/2018,40.756904999999996,-73.14746600000001,72.6,58.8,2.8800001139999996,4368.379883,0.525964022,0.2,0.01,0.0,0.79,0.0,0.0,24.39667029712355,5,0,0.0,83
2,CR039,5/4/2018,40.757683,-73.14761700000001,73.76666667,58.36666667,2.4400000569999998,2826.040039,0.367514014,0.2,0.0,0.0,0.8,0.0,0.0,25.405441419301134,8,0,1.0,84
2,CR040,5/4/2018,40.759382,-73.147631,71.93333333,56.93333333,3.819999933,3563.5,0.422127992,0.7373737370000001,0.16161616199999998,0.0,0.10101010099999999,0.0,0.0,29.701149483015385,38,0,1.0,85
2,CR041,5/4/2018,40.7602,-73.147592,73.1,57.16666667,3.75999999,3478.280029,0.445921004,0.9,0.05,0.0,0.05,0.0,0.0,24.361950504970565,70,0,1.0,86
2,CR042,5/4/2018,40.759934,-73.14707800000001,74.76666667,54.9,4.17332983,2734.929932,0.257371008,0.12,0.28,0.08,0.5,0.02,0.0,47.764160654240115,7,0,0.0,87
3,RK002,11/15/2017,41.11112,-73.839,28.3,39.5,98.79109955,578.5040283,0.494996011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,,88
3,RK003,11/15/2017,41.11084,-73.83914,27.0,41.8,98.90209961,438.8500061000001,0.411361009,0.42,0.58,0.0,0.0,0.0,0.0,40.1666546414671,6,0,,89
3,RK004,11/15/2017,41.1109,-73.83919,25.8,40.3,99.12110138,575.3330078,0.42616900799999996,0.646341463,0.35365853700000005,0.0,0.0,0.0,0.0,32.62088139530072,6,0,,90
3,RK005,11/15/2017,41.11081,-73.83945,26.5,39.2,96.54309845,228.2669983,0.449777007,0.78,0.22,0.0,0.0,0.0,0.0,75.16257942776903,3,0,,91
3,RK006,11/15/2017,41.11075,-73.83953000000001,24.4,38.0,95.58470154,291.71200560000005,0.41462698600000003,0.6,0.4,0.0,0.0,0.0,0.0,42.54169803246831,5,0,,92
3,RK007,11/15/2017,41.11061,-73.83967,25.2,41.4,93.47609711,258.0679932,0.46309900299999995,0.96,0.04,0.0,0.0,0.0,0.0,5.246728960895547,4,0,,93
3,RK008,11/15/2017,41.1105,-73.83991999999999,26.2,39.4,91.41249847,336.9429932,0.454834998,0.95,0.05,0.0,0.0,0.0,0.0,15.357029311173125,0,0,,94
3,RK009,11/15/2017,41.11055,-73.84004,24.3,40.1,90.97360229,320.66400150000004,0.47579699799999997,0.99,0.01,0.0,0.0,0.0,0.0,6.955201651795209,1,0,,95
3,RK010,11/15/2017,41.110479999999995,-73.84019,26.0,38.8,91.35240173,143.74499509999998,0.44364100700000003,0.797979798,0.20202020199999998,0.0,0.0,0.0,0.0,36.258314683732145,2,0,,96
3,RK011,11/15/2017,41.1105,-73.84008,24.3,37.5,91.56790161,299.7929993,0.438372999,0.7230769229999999,0.276923077,0.0,0.0,0.0,0.0,26.51168007497077,0,0,,97
3,RK012,11/15/2017,41.11029,-73.84024000000001,25.2,39.3,93.58059692,220.5180054,0.445288002,0.8585858590000001,0.141414141,0.0,0.0,0.0,0.0,18.91717723078536,5,0,,98
3,RK013,11/15/2017,41.11018,-73.84042,24.9,35.9,93.70179749,259.0950012,0.44671800700000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,,99
3,RK014,11/15/2017,41.11012,-73.84031999999999,23.4,38.3,93.41470337,121.98400120000001,0.433005989,0.808510638,0.191489362,0.0,0.0,0.0,0.0,17.163316828876106,3,0,,100
3,RK015,11/15/2017,41.11023,-73.84057,25.7,38.3,94.41139984,98.20659637,0.468207985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,,101
3,RK016,11/15/2017,41.11003,-73.84093,26.8,36.6,92.71890259,254.07000730000004,0.461856008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,,102
3,RK017,11/15/2017,41.10999,-73.8409,26.2,34.6,92.49710083,670.7800292999999,0.436518013,0.7192982459999999,0.28070175399999997,0.0,0.0,0.0,0.0,11.84876853320289,0,0,,103
3,RK018,11/15/2017,41.11,-73.84074,23.3,38.3,93.66889954,76.76080322,0.443241,0.59,0.41,0.0,0.0,0.0,0.0,35.884679442398124,3,0,,104
3,RK019,11/15/2017,41.11002,-73.84114,27.2,45.5,92.53079987,140.76400759999999,0.44978898799999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,105
3,RK020,11/15/2017,41.10995,-73.84099,27.2,45.0,92.04219818,281.7659912,0.45133999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,106
3,RK021,11/15/2017,41.10986,-73.8411,27.8,45.2,90.99279785,332.894989,0.436084986,0.78,0.22,0.0,0.0,0.0,0.0,26.38970183790454,3,0,,107
3,RK022,11/15/2017,41.10992,-73.84124,28.2,45.0,91.50330353,531.8790283,0.44893801200000005,0.98,0.02,0.0,0.0,0.0,0.0,4.872653399380296,0,0,,108
3,RK023,11/15/2017,41.10974,-73.84118000000001,29.0,45.7,89.93669891,55.25839996,0.506694019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,109
3,RK024,11/15/2017,41.109609999999996,-73.8412,29.9,47.9,88.39299774,332.83099369999996,0.448958009,0.939393939,0.060606060999999996,0.0,0.0,0.0,0.0,10.32393372063581,0,0,,110
3,RK025,11/15/2017,41.10966,-73.84119,28.5,49.5,88.72889709,306.3160095,0.44393500700000005,1.0,0.0,0.0,0.0,0.0,0.0,6.551079249169948,2,0,,111
3,RK026,11/15/2017,41.10953,-73.84134,28.4,52.1,87.86340332,169.5110016,0.426697999,0.95,0.05,0.0,0.0,0.0,0.0,13.296915040892364,2,0,,112
3,RK027,11/15/2017,41.10935,-73.84127,29.3,52.7,84.90249634,256.5069885,0.45420301,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,,113
3,RK028,11/15/2017,41.10923,-73.84145,29.4,53.3,81.61560059,281.144989,0.42312800899999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,,114
3,RK029,11/15/2017,41.10909,-73.84144,30.1,53.2,79.62390137,329.1470032,0.481350988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,,115
3,RK030,11/15/2017,41.109190000000005,-73.84128,29.3,44.9,82.89459991,316.1130066,0.458388001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,,116
3,RK031,11/15/2017,41.10913,-73.84131,28.8,48.3,82.06439972,338.5570068,0.45227199799999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,,117
3,RK032,11/15/2017,41.10885,-73.84141,29.1,51.8,80.96309662,346.2090149,0.42214301200000004,0.87,0.13,0.0,0.0,0.0,0.0,30.104758102186846,4,0,,118
3,RK033,11/15/2017,41.10883,-73.84138,31.2,50.6,80.76719666,569.6010132,0.43503698700000004,0.75,0.25,0.0,0.0,0.0,0.0,30.104758102186846,4,0,,119
3,RK034,11/15/2017,41.10884,-73.84145,29.9,46.1,80.95030212,187.7350006,0.416613013,0.96969697,0.03030303,0.0,0.0,0.0,0.0,15.021742238402853,0,0,,120
3,RK035,11/15/2017,41.108670000000004,-73.84151999999999,29.9,46.6,81.81880188,179.88400269999997,0.44738999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,121
3,RK036,11/15/2017,41.10864,-73.84156,30.0,44.6,82.20960236,250.42700200000002,0.455682009,0.793103448,0.20689655199999998,0.0,0.0,0.0,0.0,10.15673052329031,2,0,,122
3,RK037,11/15/2017,41.10852,-73.84168000000001,29.8,45.4,82.10109711,221.7079926,0.41674599100000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,,123
4,FI001,6/14/2018,40.632446,-73.217762,82.4,26.8,1.254999995,4256.410156,0.078787901,0.0,0.34,0.06,0.0,0.59,0.01,41.934693341603,0,0,0.0,124
4,FI002,6/14/2018,40.635732,-73.208786,80.5,37.13333333,0.75,4287.819824,0.00254453,0.0,0.19,0.45,0.0,0.36,0.0,37.63754187584299,0,2,0.0,125
4,FI003,6/14/2018,40.635457,-73.20868,85.5,29.23333333,0.589999974,4247.319824,0.22602699699999998,0.0,0.92,0.08,0.0,0.0,0.0,10.594255249484966,0,2,0.0,126
4,FI004,6/14/2018,40.634885,-73.208088,87.93333333,28.33333333,1.2799999709999998,4027.679932,0.00510204,0.13,0.25,0.0,0.0,0.37,0.25,43.53104358673413,0,0,0.0,127
